"Ireland","Armenia"
"Ireland","Belgium"
"Ireland","Cyprus"
"Ireland","Denmark"
"Ireland","Estonia"
"Ireland","Finland"
"Ireland","Iceland"
"Ireland","Latvia"
"Ireland","Lithuania"
"Ireland","Malta"
"Ireland","Netherlands"
"Ireland","Norway"
"Ireland","Poland"
"Ireland","Russia"
"Ireland","Slovenia"
"Ireland","Sweden"
"Ireland","United_Kingdom"
"Israel","Belarus"
"Israel","Croatia"
"Israel","Denmark"
"Israel","Germany"
"Israel","Greece"
"Israel","Iceland"
"Israel","Latvia"
"Israel","Malta"
"Israel","Norway"
"Israel","Romania"
"Israel","Russia"
"Israel","Spain"
"Israel","Ukraine"
"Israel","United_Kingdom"
"Latvia","Belgium"
"Latvia","Denmark"
"Latvia","Estonia"
"Latvia","Germany"
"Latvia","Lithuania"
"Latvia","Norway"
"Latvia","Russia"
"Latvia","Switzerland"
"Latvia","Ukraine"
"Lithuania","Estonia"
"Lithuania","Finland"
"Lithuania","Georgia"
"Lithuania","Germany"
"Lithuania","Greece"
"Lithuania","Ireland"
"Lithuania","Latvia"
"Lithuania","Moldova"
"Lithuania","Norway"
"Lithuania","Russia"
"Lithuania","Slovenia"
"Lithuania","Sweden"
"Lithuania","Ukraine"
"Macedonia","Albania"
"Macedonia","Bosnia_and_Herzegovina"
"Macedonia","Croatia"
"Macedonia","Malta"
"Macedonia","Montenegro"
"Macedonia","Romania"
"Macedonia","Serbia"
"Macedonia","Turkey"
"Macedonia","United_Kingdom"
"Malta","Albania"
"Malta","Azerbaijan"
"Malta","Belarus"
"Malta","Belgium"
"Malta","Croatia"
"Malta","Cyprus"
"Malta","Estonia"
"Malta","Greece"
"Malta","Iceland"
"Malta","Ireland"
"Malta","Israel"
"Malta","Latvia"
"Malta","Poland"
"Malta","Romania"
"Malta","Russia"
"Malta","Sweden"
"Malta","Switzerland"
"Malta","Ukraine"
"Malta","United_Kingdom"
"Moldova","Azerbaijan"
"Moldova","Belarus"
"Moldova","Latvia"
"Moldova","Romania"
"Moldova","Russia"
"Monaco","Bosnia_and_Herzegovina"
"Monaco","Denmark"
"Monaco","France"
"Monaco","Greece"
"Monaco","Ireland"
"Monaco","Israel"
"Montenegro","Bosnia_and_Herzegovina"
"Montenegro","Croatia"
"Montenegro","Greece"
"Montenegro","Macedonia"
"Montenegro","Norway"
"Montenegro","Serbia"
"Netherlands","Armenia"
"Netherlands","Azerbaijan"
"Netherlands","Belgium"
"Netherlands","Denmark"
"Netherlands","Estonia"
"Netherlands","Germany"
"Netherlands","Greece"
"Netherlands","Israel"
"Netherlands","Montenegro"
"Netherlands","Norway"
"Netherlands","Turkey"
"Norway","Azerbaijan"
"Norway","Bosnia_and_Herzegovina"
"Norway","Denmark"
"Norway","Estonia"
"Norway","Finland"
"Norway","Germany"
"Norway","Iceland"
"Norway","Latvia"
"Norway","Malta"
"Norway","Romania"
"Norway","Serbia"
"Norway","Sweden"
"Norway","Turkey"
"Poland","Armenia"
"Poland","Belgium"
"Poland","Denmark"
"Poland","Estonia"
"Poland","Finland"
"Poland","France"
"Poland","Germany"
"Poland","Hungary"
"Poland","Israel"
"Poland","Norway"
"Poland","Russia"
"Poland","Sweden"
"Poland","Ukraine"
"Portugal","Austria"
"Portugal","France"
"Portugal","Germany"
"Portugal","Israel"
"Portugal","Moldova"
"Portugal","Romania"
"Portugal","Spain"
"Portugal","Sweden"
"Portugal","Ukraine"
"Portugal","United_Kingdom"
"Romania","Denmark"
"Romania","Greece"
"Romania","Iceland"
"Romania","Macedonia"
"Romania","Moldova"
"Romania","Poland"
"Romania","Russia"
"Romania","Sweden"
"Romania","Turkey"
"Romania","United_Kingdom"
"Russia","Armenia"
"Russia","Azerbaijan"
"Russia","Belarus"
"Russia","Croatia"
"Russia","Denmark"
"Russia","France"
"Russia","Georgia"
"Russia","Latvia"
"Russia","Lithuania"
"Russia","Malta"
"Russia","Moldova"
"Russia","Netherlands"
"Russia","Norway"
"Russia","Romania"
"Russia","Serbia"
"Russia","Ukraine"
"San_Marino","Greece"
"San_Marino","Israel"
"Serbia","Bosnia_and_Herzegovina"
"Serbia","Croatia"
"Serbia","Greece"
"Serbia","Hungary"
"Serbia","Macedonia"
"Serbia","Norway"
"Serbia","Russia"
"Serbia","Ukraine"
"Slovakia","Belgium"
"Slovakia","Croatia"
"Slovakia","Estonia"
"Slovakia","Germany"
"Slovakia","Malta"
"Slovakia","Norway"
"Slovenia","Bosnia_and_Herzegovina"
"Slovenia","Croatia"
"Slovenia","Denmark"
"Slovenia","Estonia"
"Slovenia","Germany"
"Slovenia","Macedonia"
"Slovenia","Malta"
"Slovenia","Montenegro"
"Slovenia","Norway"
"Slovenia","Russia"
"Slovenia","Serbia"
"Slovenia","Turkey"
"Spain","Armenia"
"Spain","Belgium"
"Spain","Bulgaria"
"Spain","Croatia"
"Spain","Denmark"
"Spain","Finland"
"Spain","Germany"
"Spain","Greece"
"Spain","Iceland"
"Spain","Israel"
"Spain","Latvia"
"Spain","Malta"
"Spain","Norway"
"Spain","Romania"
"Spain","United_Kingdom"
"Sweden","Bosnia_and_Herzegovina"
"Sweden","Denmark"
"Sweden","Estonia"
"Sweden","Finland"
"Sweden","Germany"
"Sweden","Greece"
"Sweden","Iceland"
"Sweden","Latvia"
"Sweden","Montenegro"
"Sweden","Norway"
"Sweden","Romania"
"Sweden","Serbia"
"Sweden","Ukraine"
"Switzerland","Albania"
"Switzerland","Bosnia_and_Herzegovina"
"Switzerland","Denmark"
"Switzerland","France"
"Switzerland","Germany"
"Switzerland","Israel"
"Switzerland","Montenegro"
"Switzerland","Portugal"
"Switzerland","Serbia"
"Switzerland","Spain"
"Switzerland","Turkey"
"Turkey","Albania"
"Turkey","Armenia"
"Turkey","Austria"
"Turkey","Azerbaijan"
"Turkey","Belgium"
"Turkey","Bosnia_and_Herzegovina"
"Turkey","Croatia"
"Turkey","Estonia"
"Turkey","Germany"
"Turkey","Greece"
"Turkey","Iceland"
"Turkey","Malta"
"Turkey","Norway"
"Turkey","Russia"
"Turkey","Sweden"
"Turkey","Ukraine"
"Turkey","United_Kingdom"
"Ukraine","Azerbaijan"
"Ukraine","Belarus"
"Ukraine","Belgium"
"Ukraine","Bosnia_and_Herzegovina"
"Ukraine","Malta"
"Ukraine","Moldova"
"Ukraine","Norway"
"Ukraine","Russia"
"Ukraine","Serbia"
"United_Kingdom","Cyprus"
"United_Kingdom","Denmark"
"United_Kingdom","Estonia"
"United_Kingdom","Finland"
"United_Kingdom","France"
"United_Kingdom","Greece"
"United_Kingdom","Iceland"
"United_Kingdom","Ireland"
"United_Kingdom","Latvia"
"United_Kingdom","Lithuania"
"United_Kingdom","Malta"
"United_Kingdom","Netherlands"
"United_Kingdom","Norway"
"United_Kingdom","Sweden"
"United_Kingdom","Turkey"
